employee_id,review_cycle,performance_rating,manager_feedback,review_date,goals_met_percentage,peer_feedback,promoted,bonus_awarded
116,2024 Mid-Year,Meets Expectations,Needs improvement.,2024-04-15,61.1,,False,5370.71
117,2023 Annual,Exceeds Expectations,Exceeds Expectations performance. Keep up the good work!,2024-04-22,93.4,Offer no day training visit thus hair yourself.,False,3919.54
117,2024 Mid-Year,Exceeds Expectations,Exceeds Expectations performance. Keep up the good work!,2024-04-19,70.2,Even first must husband different modern professor.,False,334.61
118,2023 Annual,Meets Expectations,Needs improvement.,2024-04-10,80.6,Election provide you choose middle leave wrong she move well.,False,5939.74
118,2024 Mid-Year,Below Expectations,Needs improvement.,2024-01-10,76.0,,False,3612.88
119,2023 Annual,Exceeds Expectations,Exceeds Expectations performance. Keep up the good work!,2024-05-12,76.9,Nature Republican theory late chair know method organization medical.,True,7870.65
119,2024 Mid-Year,Below Expectations,Needs improvement.,2024-01-13,59.5,Buy expert inside theory.,False,3516.43
120,2023 Annual,Meets Expectations,Needs improvement.,2024-04-28,58.3,Turn technology fire put week.,False,2355.36
120,2024 Mid-Year,Exceeds Expectations,Exceeds Expectations performance. Keep up the good work!,2024-04-28,91.5,,False,3613.58
121,2023 Annual,Below Expectations,Needs improvement.,2024-06-27,77.3,,False,3144.53
121,2024 Mid-Year,Meets Expectations,Needs improvement.,2024-05-31,94.8,,False,7166.36
122,2023 Annual,Meets Expectations,Needs improvement.,2024-06-26,82.4,Travel middle wait street party area name.,False,5691.76
122,2024 Mid-Year,Exceeds Expectations,Exceeds Expectations performance. Keep up the good work!,2024-01-30,85.3,Remain choice dog who pay government debate.,True,5072.58
123,2023 Annual,Below Expectations,Needs improvement.,2024-05-10,80.6,,False,1279.2
123,2024 Mid-Year,Exceeds Expectations,Exceeds Expectations performance. Keep up the good work!,2024-03-26,78.3,President record use us account discussion beyond art investment.,False,5276.24
124,2023 Annual,Exceeds Expectations,Exceeds Expectations performance. Keep up the good work!,2024-01-14,71.0,Everyone put sister national lay Mrs real third arm could.,False,2476.15
124,2024 Mid-Year,Below Expectations,Needs improvement.,2024-02-16,55.9,Lay report spring better along among church rise analysis.,False,1052.57
125,2023 Annual,Meets Expectations,Needs improvement.,2024-01-04,72.9,,False,6843.29
125,2024 Mid-Year,Meets Expectations,Needs improvement.,2024-03-01,60.8,Friend environmental sing any whom property.,False,5275.76
126,2023 Annual,Below Expectations,Needs improvement.,2024-06-02,50.3,Away brother understand nothing why everything economic popular.,False,7057.34
126,2024 Mid-Year,Exceeds Expectations,Exceeds Expectations performance. Keep up the good work!,2024-01-13,59.2,,False,440.51
127,2023 Annual,Exceeds Expectations,Exceeds Expectations performance. Keep up the good work!,2024-06-19,78.9,,False,4826.28
127,2024 Mid-Year,Exceeds Expectations,Exceeds Expectations performance. Keep up the good work!,2024-04-16,99.7,Community help week senior town through.,False,1290.68
128,2023 Annual,Below Expectations,Needs improvement.,2024-06-01,78.6,From same hundred direction owner reduce.,False,4497.42
128,2024 Mid-Year,Meets Expectations,Needs improvement.,2024-01-10,54.7,City nation include both then some stage ready some.,False,2394.36
129,2023 Annual,Exceeds Expectations,Exceeds Expectations performance. Keep up the good work!,2024-04-19,92.2,,False,519.41
129,2024 Mid-Year,Meets Expectations,Needs improvement.,2024-03-25,76.4,Wait wind president space billion radio himself.,False,4197.17
130,2023 Annual,Exceeds Expectations,Exceeds Expectations performance. Keep up the good work!,2024-05-26,86.5,Structure my language however become view last.,False,5031.83
130,2024 Mid-Year,Below Expectations,Needs improvement.,2024-06-03,96.7,Democrat city player hand within.,False,7890.23
131,2023 Annual,Meets Expectations,Needs improvement.,2024-03-07,76.3,,False,7960.19
131,2024 Mid-Year,Below Expectations,Needs improvement.,2024-05-07,76.0,,False,5054.86
132,2023 Annual,Below Expectations,Needs improvement.,2024-02-29,85.4,,True,7834.06
132,2024 Mid-Year,Below Expectations,Needs improvement.,2024-01-31,86.9,Item successful later report discuss road list quickly with more.,False,1658.65
133,2023 Annual,Exceeds Expectations,Exceeds Expectations performance. Keep up the good work!,2024-03-26,67.5,Marriage probably prepare point receive.,False,6448.35
133,2024 Mid-Year,Below Expectations,Needs improvement.,2024-03-13,62.7,Effect color from talk rule leg father nor meeting now.,False,542.69
134,2023 Annual,Exceeds Expectations,Exceeds Expectations performance. Keep up the good work!,2024-01-30,84.3,Charge hand company quite wait late ask.,False,2730.89
134,2024 Mid-Year,Exceeds Expectations,Exceeds Expectations performance. Keep up the good work!,2024-02-14,59.7,Generation development heart focus doctor.,False,6670.6
135,2023 Annual,Meets Expectations,Needs improvement.,2024-01-10,82.3,Clearly no participant end week responsibility whose stay.,False,3851.96
135,2024 Mid-Year,Below Expectations,Needs improvement.,2024-03-26,73.1,,False,6513.33
136,2023 Annual,Below Expectations,Needs improvement.,2024-03-17,78.2,,False,5425.58
136,2024 Mid-Year,Below Expectations,Needs improvement.,2024-06-24,66.6,,False,7329.49
137,2023 Annual,Exceeds Expectations,Exceeds Expectations performance. Keep up the good work!,2024-03-12,92.0,Glass eye candidate coach society whether able money.,False,2713.22
137,2024 Mid-Year,Exceeds Expectations,Exceeds Expectations performance. Keep up the good work!,2024-05-26,80.3,Drive fall thank discuss address accept keep entire.,False,1499.03
138,2023 Annual,Meets Expectations,Needs improvement.,2024-06-29,92.9,,False,5678.72
138,2024 Mid-Year,Exceeds Expectations,Exceeds Expectations performance. Keep up the good work!,2024-04-05,72.6,Only dream better authority opportunity talk.,False,7605.81
139,2023 Annual,Exceeds Expectations,Exceeds Expectations performance. Keep up the good work!,2024-04-05,89.2,Foreign wind new near too.,False,6222.32
139,2024 Mid-Year,Exceeds Expectations,Exceeds Expectations performance. Keep up the good work!,2024-05-03,95.2,May include receive front.,False,1232.62
140,2023 Annual,Below Expectations,Needs improvement.,2024-03-20,88.8,Break upon should return how north.,False,1146.36
140,2024 Mid-Year,Below Expectations,Needs improvement.,2024-06-22,99.6,Never some financial sit born thing lead such outside lose.,True,1641.5
141,2023 Annual,Below Expectations,Needs improvement.,2024-01-30,50.2,Health main full avoid friend method open always second manage decide.,False,7458.7
141,2024 Mid-Year,Exceeds Expectations,Exceeds Expectations performance. Keep up the good work!,2024-03-26,73.3,Dream interesting forward style central.,False,369.12
142,2023 Annual,Meets Expectations,Needs improvement.,2024-01-06,78.9,Act community heavy pattern weight stock customer environment commercial.,False,2497.14
142,2024 Mid-Year,Exceeds Expectations,Exceeds Expectations performance. Keep up the good work!,2024-03-14,63.8,,False,2553.2
143,2023 Annual,Exceeds Expectations,Exceeds Expectations performance. Keep up the good work!,2024-02-10,63.7,Have court lot interview town.,False,122.05
143,2024 Mid-Year,Exceeds Expectations,Exceeds Expectations performance. Keep up the good work!,2024-05-18,67.5,Budget well later teacher owner moment important majority.,False,2547.88
144,2023 Annual,Meets Expectations,Needs improvement.,2024-05-26,62.2,Brother others two trade.,False,569.94
144,2024 Mid-Year,Meets Expectations,Needs improvement.,2024-01-13,56.5,,False,3765.88
145,2023 Annual,Exceeds Expectations,Exceeds Expectations performance. Keep up the good work!,2024-01-23,71.3,Good need while sell although.,False,1431.86
145,2024 Mid-Year,Below Expectations,Needs improvement.,2024-06-28,72.3,,False,2844.99
146,2023 Annual,Below Expectations,Needs improvement.,2024-05-16,53.9,Him per career address shake candidate carry really.,False,7382.27
146,2024 Mid-Year,Exceeds Expectations,Exceeds Expectations performance. Keep up the good work!,2024-06-27,73.4,Tend available worker trial course these very turn sell box.,False,3644.67
147,2023 Annual,Meets Expectations,Needs improvement.,2024-04-30,61.6,Recently three single compare more town make financial boy account.,False,1790.36
147,2024 Mid-Year,Meets Expectations,Needs improvement.,2024-04-10,59.2,Society performance establish audience thousand main everybody way summer behavior.,False,7338.12
148,2023 Annual,Meets Expectations,Needs improvement.,2024-04-26,74.4,Wear perhaps wish on everything edge involve.,False,522.92
148,2024 Mid-Year,Exceeds Expectations,Exceeds Expectations performance. Keep up the good work!,2024-03-13,88.4,,False,4835.52
149,2023 Annual,Below Expectations,Needs improvement.,2024-01-28,66.3,Field appear serious similar forward bring indeed manage little against.,False,5195.61
149,2024 Mid-Year,Meets Expectations,Needs improvement.,2024-05-31,70.7,Consumer of popular idea whose.,False,4967.0
150,2023 Annual,Meets Expectations,Needs improvement.,2024-01-17,67.0,Report certain right good safe inside after everybody.,False,6511.33
150,2024 Mid-Year,Meets Expectations,Needs improvement.,2024-05-25,89.4,Race smile young class team ball your baby each.,False,4356.22
151,2023 Annual,Exceeds Expectations,Exceeds Expectations performance. Keep up the good work!,2024-05-26,91.8,Recognize small page list product author debate report current represent.,False,914.58
151,2024 Mid-Year,Exceeds Expectations,Exceeds Expectations performance. Keep up the good work!,2024-04-23,58.8,,True,7647.07
152,2023 Annual,Below Expectations,Needs improvement.,2024-04-07,66.4,,True,5159.91
152,2024 Mid-Year,Exceeds Expectations,Exceeds Expectations performance. Keep up the good work!,2024-05-28,95.2,,True,5089.06
153,2023 Annual,Exceeds Expectations,Exceeds Expectations performance. Keep up the good work!,2024-04-25,76.6,,False,3119.86
153,2024 Mid-Year,Below Expectations,Needs improvement.,2024-03-22,65.0,Strong identify office place security example today teacher president smile.,False,6354.77
154,2023 Annual,Meets Expectations,Needs improvement.,2024-03-29,99.5,Environmental edge brother tonight player whatever point of since.,False,4661.82
154,2024 Mid-Year,Exceeds Expectations,Exceeds Expectations performance. Keep up the good work!,2024-03-16,53.1,,False,7208.61
155,2023 Annual,Below Expectations,Needs improvement.,2024-04-01,55.5,Occur century forget thought stay work no check concern.,True,2257.67
155,2024 Mid-Year,Below Expectations,Needs improvement.,2024-04-10,81.3,Pattern hot game end five wind end finally decade around.,False,5694.19
156,2023 Annual,Exceeds Expectations,Exceeds Expectations performance. Keep up the good work!,2024-06-18,58.7,Next dream property ever avoid.,False,1112.55
156,2024 Mid-Year,Meets Expectations,Needs improvement.,2024-04-16,57.7,,False,7979.65
157,2023 Annual,Exceeds Expectations,Exceeds Expectations performance. Keep up the good work!,2024-06-14,50.8,Forget history cause moment quite.,False,5770.71
157,2024 Mid-Year,Exceeds Expectations,Exceeds Expectations performance. Keep up the good work!,2024-01-22,56.9,Imagine week business democratic somebody north analysis worry raise memory.,False,6447.53
158,2023 Annual,Below Expectations,Needs improvement.,2024-06-03,96.5,Degree purpose grow go lot practice alone government eye.,False,4985.99
158,2024 Mid-Year,Meets Expectations,Needs improvement.,2024-04-08,67.8,Ok direction science trip quite from behind to maintain teach.,False,1486.33
159,2023 Annual,Below Expectations,Needs improvement.,2024-03-01,85.6,In picture far forget.,False,2154.0
159,2024 Mid-Year,Exceeds Expectations,Exceeds Expectations performance. Keep up the good work!,2024-01-10,78.4,Figure little these live money crime reduce though.,False,5639.06
160,2023 Annual,Below Expectations,Needs improvement.,2024-01-21,57.1,Those pass reality could eight outside mind carry.,False,5850.35
160,2024 Mid-Year,Meets Expectations,Needs improvement.,2024-04-29,75.8,,False,4186.85
161,2023 Annual,Below Expectations,Needs improvement.,2024-06-18,98.0,Should medical mother whole special unit so.,False,624.66
161,2024 Mid-Year,Meets Expectations,Needs improvement.,2024-06-05,52.6,Better market economic hair sound technology cut.,False,2748.37
162,2023 Annual,Below Expectations,Needs improvement.,2024-04-30,78.7,Second ground event talk attention how improve husband.,False,2652.11
162,2024 Mid-Year,Meets Expectations,Needs improvement.,2024-03-15,58.4,Might increase performance lay only very service.,False,5560.41
163,2023 Annual,Below Expectations,Needs improvement.,2024-03-07,53.1,,False,3785.28
163,2024 Mid-Year,Meets Expectations,Needs improvement.,2024-06-08,51.4,,False,3878.08
164,2023 Annual,Meets Expectations,Needs improvement.,2024-03-05,56.6,,False,2247.78
164,2024 Mid-Year,Exceeds Expectations,Exceeds Expectations performance. Keep up the good work!,2024-06-03,58.7,Computer nothing set part find agency they order indeed phone.,False,4734.16
165,2023 Annual,Exceeds Expectations,Exceeds Expectations performance. Keep up the good work!,2024-03-07,89.1,Week write central name recent.,False,1889.57
165,2024 Mid-Year,Exceeds Expectations,Exceeds Expectations performance. Keep up the good work!,2024-03-28,99.2,Activity work significant international particularly.,False,7738.77
166,2023 Annual,Meets Expectations,Needs improvement.,2024-04-15,88.5,Phone friend newspaper moment music condition culture.,False,1903.58
166,2024 Mid-Year,Exceeds Expectations,Exceeds Expectations performance. Keep up the good work!,2024-05-27,86.7,This open indicate class television anyone check lawyer rise others.,False,2760.61
167,2023 Annual,Exceeds Expectations,Exceeds Expectations performance. Keep up the good work!,2024-01-14,58.4,Head style even effort Republican.,False,3189.96
167,2024 Mid-Year,Below Expectations,Needs improvement.,2024-02-29,69.0,,False,5644.86
168,2023 Annual,Meets Expectations,Needs improvement.,2024-01-04,64.4,Improve case away per father they as race.,False,6378.47
168,2024 Mid-Year,Below Expectations,Needs improvement.,2024-06-23,97.8,Pass style brother hotel such reveal sure.,False,778.91
169,2023 Annual,Meets Expectations,Needs improvement.,2024-06-05,95.9,,False,6866.85
169,2024 Mid-Year,Exceeds Expectations,Exceeds Expectations performance. Keep up the good work!,2024-03-06,82.7,Strong spring family meet white form discuss.,False,3129.23
170,2023 Annual,Below Expectations,Needs improvement.,2024-06-21,79.4,Discover something benefit answer.,False,1559.41
170,2024 Mid-Year,Exceeds Expectations,Exceeds Expectations performance. Keep up the good work!,2024-03-21,77.4,,False,5382.41
171,2023 Annual,Exceeds Expectations,Exceeds Expectations performance. Keep up the good work!,2024-05-14,55.2,,False,3567.54
171,2024 Mid-Year,Exceeds Expectations,Exceeds Expectations performance. Keep up the good work!,2024-01-09,51.2,Tend person member family something street.,False,735.53
172,2023 Annual,Exceeds Expectations,Exceeds Expectations performance. Keep up the good work!,2024-06-02,81.9,News new commercial spring keep.,False,5664.6
172,2024 Mid-Year,Exceeds Expectations,Exceeds Expectations performance. Keep up the good work!,2024-04-06,82.8,Performance will they eat one authority eight room.,False,7199.18
173,2023 Annual,Exceeds Expectations,Exceeds Expectations performance. Keep up the good work!,2024-06-27,59.2,,False,2356.55
173,2024 Mid-Year,Meets Expectations,Needs improvement.,2024-03-11,88.5,Especially all get suddenly term should thousand should action culture.,False,5537.77
174,2023 Annual,Meets Expectations,Needs improvement.,2024-02-11,89.0,Different buy must hit professional prepare according no.,True,2218.3
174,2024 Mid-Year,Exceeds Expectations,Exceeds Expectations performance. Keep up the good work!,2024-03-07,97.8,Court option if all approach age rich.,False,2117.32
175,2023 Annual,Exceeds Expectations,Exceeds Expectations performance. Keep up the good work!,2024-06-05,69.6,Discuss represent hour approach always person fall should dark feel.,False,5163.87
175,2024 Mid-Year,Meets Expectations,Needs improvement.,2024-02-25,80.7,,False,850.0
176,2023 Annual,Exceeds Expectations,Exceeds Expectations performance. Keep up the good work!,2024-01-19,53.5,,False,5820.36
176,2024 Mid-Year,Meets Expectations,Needs improvement.,2024-02-08,82.6,Deep treat sometimes clear skill push put cover somebody beyond.,True,6.94
177,2023 Annual,Exceeds Expectations,Exceeds Expectations performance. Keep up the good work!,2024-06-28,66.5,Somebody continue analysis store over most.,True,3130.64
177,2024 Mid-Year,Meets Expectations,Needs improvement.,2024-05-02,71.8,Forward design all piece action learn notice.,False,6752.39
178,2023 Annual,Below Expectations,Needs improvement.,2024-02-27,50.2,Share across process style strong do site where.,False,7633.24
178,2024 Mid-Year,Below Expectations,Needs improvement.,2024-05-17,96.8,Trial Mrs expert financial radio term save peace.,False,2871.35
179,2023 Annual,Below Expectations,Needs improvement.,2024-06-14,54.5,,False,4277.01
179,2024 Mid-Year,Meets Expectations,Needs improvement.,2024-03-15,82.4,Almost standard money art space radio.,True,1412.95
180,2023 Annual,Exceeds Expectations,Exceeds Expectations performance. Keep up the good work!,2024-03-17,84.8,Fact accept political should rock good speech.,False,7171.69
180,2024 Mid-Year,Exceeds Expectations,Exceeds Expectations performance. Keep up the good work!,2024-06-10,71.9,,True,1515.72
181,2023 Annual,Below Expectations,Needs improvement.,2024-03-02,74.5,Father despite picture wife recent notice score around area.,False,503.94
181,2024 Mid-Year,Below Expectations,Needs improvement.,2024-04-25,98.3,Statement even small black growth change include policy record security.,False,131.35
182,2023 Annual,Below Expectations,Needs improvement.,2024-01-11,70.3,Recently forget blue with cultural American fund.,False,1693.43
182,2024 Mid-Year,Below Expectations,Needs improvement.,2024-05-17,57.4,,False,4634.77
183,2023 Annual,Exceeds Expectations,Exceeds Expectations performance. Keep up the good work!,2024-05-05,82.7,,False,3769.76
183,2024 Mid-Year,Below Expectations,Needs improvement.,2024-06-15,56.5,Across quality hold board rock moment me reduce anything.,True,1377.99
184,2023 Annual,Exceeds Expectations,Exceeds Expectations performance. Keep up the good work!,2024-04-26,80.6,Suggest worker meet my consumer enter provide investment.,True,6682.82
184,2024 Mid-Year,Exceeds Expectations,Exceeds Expectations performance. Keep up the good work!,2024-05-07,79.7,,True,4925.03
185,2023 Annual,Meets Expectations,Needs improvement.,2024-06-22,70.1,These than pattern sort start view but.,False,966.42
185,2024 Mid-Year,Meets Expectations,Needs improvement.,2024-02-24,88.2,,False,4744.68
186,2023 Annual,Exceeds Expectations,Exceeds Expectations performance. Keep up the good work!,2024-04-16,58.4,,False,2959.42
186,2024 Mid-Year,Below Expectations,Needs improvement.,2024-01-11,56.7,Explain according well race experience.,False,6328.42
187,2023 Annual,Exceeds Expectations,Exceeds Expectations performance. Keep up the good work!,2024-01-05,94.0,Everybody religious democratic here night.,True,645.78
187,2024 Mid-Year,Below Expectations,Needs improvement.,2024-06-15,79.7,Tonight general language blue field.,False,2269.85
188,2023 Annual,Meets Expectations,Needs improvement.,2024-06-26,56.3,Middle visit itself beyond call certain.,False,1144.7
188,2024 Mid-Year,Exceeds Expectations,Exceeds Expectations performance. Keep up the good work!,2024-02-14,80.5,Great place always service them.,False,300.97
189,2023 Annual,Exceeds Expectations,Exceeds Expectations performance. Keep up the good work!,2024-06-09,91.3,Strategy improve budget fast investment race situation minute.,False,2409.6
189,2024 Mid-Year,Exceeds Expectations,Exceeds Expectations performance. Keep up the good work!,2024-01-31,99.3,Child sing religious debate loss example late attack.,False,7814.33
190,2023 Annual,Below Expectations,Needs improvement.,2024-05-09,61.0,,False,6162.65
190,2024 Mid-Year,Exceeds Expectations,Exceeds Expectations performance. Keep up the good work!,2024-01-29,89.8,Ten result often response act crime send difficult method word.,False,5481.95
191,2023 Annual,Exceeds Expectations,Exceeds Expectations performance. Keep up the good work!,2024-02-10,83.5,,False,344.92
191,2024 Mid-Year,Meets Expectations,Needs improvement.,2024-03-05,66.7,,False,6441.23
192,2023 Annual,Below Expectations,Needs improvement.,2024-01-14,96.2,High how each throughout think organization time that.,False,1407.1
192,2024 Mid-Year,Exceeds Expectations,Exceeds Expectations performance. Keep up the good work!,2024-01-19,94.8,Direction provide only girl others specific six support.,False,5771.22
193,2023 Annual,Exceeds Expectations,Exceeds Expectations performance. Keep up the good work!,2024-06-22,94.9,,False,1840.51
193,2024 Mid-Year,Exceeds Expectations,Exceeds Expectations performance. Keep up the good work!,2024-04-15,93.5,Just consider home detail sea surface return.,False,3004.26
194,2023 Annual,Meets Expectations,Needs improvement.,2024-01-14,94.5,Onto mouth apply second second serve.,False,1159.53
194,2024 Mid-Year,Meets Expectations,Needs improvement.,2024-04-05,56.8,Stuff still factor cause anything chance.,False,5758.57
195,2023 Annual,Exceeds Expectations,Exceeds Expectations performance. Keep up the good work!,2024-03-26,56.4,,True,5537.68
195,2024 Mid-Year,Meets Expectations,Needs improvement.,2024-04-27,70.9,,False,6082.72
196,2023 Annual,Exceeds Expectations,Exceeds Expectations performance. Keep up the good work!,2024-06-12,97.6,Three crime baby modern factor event activity.,False,7244.62
196,2024 Mid-Year,Exceeds Expectations,Exceeds Expectations performance. Keep up the good work!,2024-01-23,70.6,,False,4174.15
197,2023 Annual,Meets Expectations,Needs improvement.,2024-04-28,64.0,,False,5840.14
197,2024 Mid-Year,Meets Expectations,Needs improvement.,2024-04-21,79.0,,False,7134.58
198,2023 Annual,Below Expectations,Needs improvement.,2024-01-02,70.9,Art sense wait floor culture white employee appear against.,False,353.79
198,2024 Mid-Year,Below Expectations,Needs improvement.,2024-01-09,71.3,Collection billion ever should discover huge vote.,False,3154.56
199,2023 Annual,Exceeds Expectations,Exceeds Expectations performance. Keep up the good work!,2024-04-25,74.8,Other treatment under budget his.,False,664.73
199,2024 Mid-Year,Meets Expectations,Needs improvement.,2024-02-25,56.6,,False,2366.32
200,2023 Annual,Meets Expectations,Needs improvement.,2024-06-20,65.2,Process poor simple attack need what.,False,5626.44
200,2024 Mid-Year,Exceeds Expectations,Exceeds Expectations performance. Keep up the good work!,2024-04-26,73.2,,False,1108.99
